TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
main.java.CasaInteligente,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,106,0.3,2,69,258,135624,1684188701122,0.88,11111111111111111111111111111111111111111111111111111111110011111111111111100000000000000111111111111011111111111111111111111111111111100001110111111111111111111011111011111111111111111111111111111111,0.897196261682243,11111111111111111111111111111111010111111101111111111101111111111111101111111111111010000111111111111111101,1.0,111111111111111111111,0,0,21,5,0.6926406926406926,110111111111111111110100111111101111110001111110111111011011111110111111111110111010010111110000111011111111111110100100101001001000101001111110111111110000000000000000001111111100000000000111111111111111111111111111110111111110011,0.6282051282051282,111110110110000011001111111111111011010000111101101101101111111100000000111010,1.0,1111111111111111111111111111111111111111,0.975,1111111111111111111111111011111111111111,0.897196261682243,11111111111111111111111111111111001111111101111111111101111111111111101111111111111100000111111111111111101
