TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
src.main.java.CasaInteligente,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,106,0.3,2,72,290,127896,1683621509333,0.92,11111111111111111111111111111111111111111111111111111111110011111111111111111111110000000111111111111111111111111111111111111111111111100001111111111111111111111111111011111111101111111111101111111111,0.9158878504672897,11111111111111111111111101011111111111111101111111111101111111111111111111111111111110000111111111111111101,1.0,1111111111111111111111,0,0,22,5,0.7316017316017316,010011000111111111111101111111101111110001111110111111011011111110111111111110111111011111111001111011111111111110100100101001001000101111111110111111111111100000000000001111111100000000000111111111111111111111111111110111111110011,0.6410256410256411,111110110110000011101011111111111011001001111101101101111111101100000000111010,1.0,1111111111111111111111111111111111111111,0.95,1111111111111111111111111011111101111111,0.9158878504672897,11111111111111111111111011011111111111111101111111111101111111111111111111111111111110000111111111111111101
