TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
src.main.java.Estatisticas,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,57,0.3,2,23,169,64495,1683621833646,0.8588235294117647,1111111111111111111101010101111111111111111111111111111111111111111111111111100000000,0.7419354838709677,1111111111111111110010010101010,1.0,111111111111111,0,0,15,7,0.6764705882352942,110111111111011111111111111111011111111101111111111100000000000000000000011111111111111010101010101010,1.0,,1.0,111111,1.0,111111,0.7419354838709677,1111111111111111110010010101010
