TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
smarthouse.Programa,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,45,0.3,2,17,42,59124,1684271281429,0.6039603960396039,11111111111111111111111111111111111111111111111111100111100011111100000000000000000000000000000000000,0.631578947368421,1111111110000001101,1.0,1111111111,0,0,10,4,0.9166666666666666,111111111111111111101111111111111011110101111111,0.6666666666666666,110,1.0,11111,1.0,11111,0.631578947368421,1111111110000001110
